SubscriptionName,PolicyName,RetentionDays,RetentionWeeks,RetentionMonths,RetentionYears,IncrementalRetentionDays,SchedulePolicyType,ScheduleRunFrequency,ScheduleRunDays,WorkloadType,ResourceGroup,RecoveryServicesVault
Sub-Moog-Core-Security,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-SGAZ1-Security-Backup,RSV-SGAZ1-Security-Backup
Sub-Moog-Core-Security,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-SGAZ1-Security-Backup,RSV-SGAZ1-Security-Backup
Sub-Moog-Core-Security,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-SGAZ1-Security-Backup,RSV-SGAZ1-Security-Backup
Sub-Moog-Core-Security,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAZ2-Backup-Recovery,RSV-USAZ2-Backup-IaaS
Sub-Moog-Core-Security,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAZ2-Backup-Recovery,RSV-USAZ2-Backup-IaaS
Sub-Moog-Core-Security,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAZ2-Backup-Recovery,RSV-USAZ2-Backup-IaaS
Sub-Moog-Core-Security,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Sub-Moog-Core-Security,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Sub-Moog-Core-Security,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Visual Studio Enterprise Subscription,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-ASR-Test,defaultVault1
Visual Studio Enterprise Subscription,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-ASR-Test,defaultVault1
Visual Studio Enterprise Subscription,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-ASR-Test,defaultVault1
Sub-MoogInno-Aircraft-Convergence-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,Quality-Prod,vault150
Sub-MoogInno-Aircraft-Convergence-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,Quality-Prod,vault150
Sub-MoogInno-Aircraft-Convergence-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,Quality-Prod,vault150
Sub-Moog-Innovation,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,autonomy-innovation,RSV-USAE1-Autonomy-Innovation
Sub-Moog-Innovation,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,autonomy-innovation,RSV-USAE1-Autonomy-Innovation
Sub-Moog-Innovation,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,autonomy-innovation,RSV-USAE1-Autonomy-Innovation
Sub-Moog-Innovation,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE1-Backup-Recovery,RSV-USAE1-Backup-IaaS
Sub-Moog-Innovation,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE1-Backup-Recovery,RSV-USAE1-Backup-IaaS
Sub-Moog-Innovation,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE1-Backup-Recovery,RSV-USAE1-Backup-IaaS
Sub-Moog-Innovation,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-INNOVATION-SYSTEM,RSV-USAE2-Moog-Innovation
Sub-Moog-Innovation,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-INNOVATION-SYSTEM,RSV-USAE2-Moog-Innovation
Sub-Moog-Innovation,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-INNOVATION-SYSTEM,RSV-USAE2-Moog-Innovation
